km_driven,BMW,Chevrolet,Ford,Honda,Hyundai,Mahindra,Maruti,Renault,Skoda,Tata,Toyota,Volkswagen,uncommon,fuel_Diesel,fuel_LPG,fuel_Petrol,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
42000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
225000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
120000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
90000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
51000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
85700,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
70000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
70000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
68089,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
30000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
271000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
120000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
50000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
112000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
70000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112072,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
80000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
50000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
67000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19600,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
577414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
60000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
70000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
90000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
74000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
53000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22966,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
68000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87500,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
55000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
59000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
50000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
90000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
120000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
120000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
100000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
90000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
120000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
95000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
25000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
120000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
7800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
106000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68089,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
70000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
80000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
19000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
60000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
100000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
78000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
170000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
106000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
108000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
25000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
30000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
50000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
120000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
120000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
120000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22053,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66953,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
56494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
60000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
49455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
15000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
57000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
77500,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
80000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
148120,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
97000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
80000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
80000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
80000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
120000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
110000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
50000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
76000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
60000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
80000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
37333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
145241,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
74800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
240000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
150000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
4337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
48406,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
110000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
90000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
120000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
24700,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73500,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
90000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
90000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
89580,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
40000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
85472,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
140000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2700,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
110000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
60000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
178000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
23511,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
55000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
72000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
60000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
80000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
90000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
108000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
60000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
7000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
36500,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
120000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
93500,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58400,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
120000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
58000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
90000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
90000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
144000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
70000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38817,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
120000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
27233,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
35000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
147500,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
79000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
110000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
120000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
70000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
160000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
50000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18816,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
105000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
92000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
79328,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
52000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
80000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
100000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
43000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
80000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4701,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
120000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
63000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
48000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
15000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
55000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
150000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
50000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
25000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
60000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
20000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
65000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79328,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
15780,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
65000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
60000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
40000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
50000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
90000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
120000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
90000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
30000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
117000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
110000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
219000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
72000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
35000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
144030,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
70000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
